Rank,Title,Link,Abstract
852,Efficacy and tolerability of evolocumab vs ezetimibe in patients with muscle-related statin intolerance: the GAUSS-3 randomized clinical trial,https://jamanetwork.com/journals/jama/article-abstract/2511043,"Two-stage randomized clinical trial including 511 adult patients with  patients having symptoms only with atorvastatin but not placebo. In phase B, after a 2-week washout, patients were"
853,A propensity-matched study of outcomes of chronic heart failure (HF) in younger and older adults,https://www.sciencedirect.com/science/article/pii/S0167494308001301,clinical trial studying the effects of digoxin in HF patients and  the DIG trial enrolled 7788 ambulatory chronic HF patients in  score matching to assemble a cohort of patients who were
854,P-004 Sperm concentration of less than 1 million/ml in Y microdeletion patients may affect ICSI clinical outcomes: a propensity score matching analysis,https://academic.oup.com/humrep/article-pdf/doi/10.1093/humrep/dead093.374/50655371/dead093.374.pdf,"score matching analysis to retrospectively analyze the laboratory and clinical pregnancy results of patients with  Study design, size, duration: A propensity score matching analysis in a ret"
855,A randomized trial of amitriptyline and mexiletine for painful neuropathy in HIV infection,https://n.neurology.org/content/51/6/1682.short,"Method: A randomized, double-blind, 10-week trial of 145 patients assigned equally to amitriptyline, mexiletine, or matching placebo. The primary outcome measure was the change in"
856,Convalescent plasma treatment of severe COVID-19: a propensity scorematched control study,https://www.nature.com/articles/s41591-020-1088-9,"matching was established, control patients were retrospectively chart reviewed by a medical data team who were blinded to information about the matched  , placebo-controlled trial. An"
857,SAT0142 MATCHING ADJUSTED INDIRECT COMPARISON OF FILGOTINIB VS. TOFACITINIB IN MODERATE-TO-SEVERE ACTIVE RHEUMATOID,https://ard.bmj.com/content/79/Suppl_1/1009.abstract,patient data (IPD) from one trial and aggregate data from the other to enable comparison of outcomes after matching  An anchored MAIC was conducted using IPD from the FINCH-1 trial
858,Effects of early enteral nutrition on patients after emergency gastrointestinal surgery: a propensity score matching analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4603119/,"method, we also generated comparison groups of patients who had similar factors that  randomized trial. However, although matching by propensity score creates a homogenous patient"
859,Special matching programs for kidney transplant patients with high PRA%,https://journals.lww.com/transplantjournal/Fulltext/1999/04150/SPECIAL_MATCHING_PROGRAMS_FOR_KIDNEY_TRANSPLANT.591.aspx,matching programs have been developed: the Highly Immunized Trial program (HIT) searches by trial  -A and B-antigens towards which the patients never formed antibodies. A suitable
860,Trial Evaluating the Standardization of CD3+ T-Cell Dose for Patients Receiving Allogeneic Peripheral Blood Stem Cell Transplants (PBSCT) from Matched,https://www.sciencedirect.com/science/article/pii/S1083879119316854,We conducted a clinical trial of dose standardization of T-cells between December 2014  adult patients (pts) with hematologic malignancies undergoing peripheral blood matched sibling
861,Matching-Adjusted Indirect Comparisons (MAICS) of Efficacy and Consumption of Bay 94-9027 Versus three Recombinant Factor VIII (RFVIII) for Prophylaxis of,https://www.valueinhealthjournal.com/article/S1098-3015(18)31992-2/abstract,"using patient-level data from PROTECT-VIII trial for BAY 94-9027 and published data from one efmoroctocog alfa trial, one BAX 855 trial charges occur for all patients with an Elixhauser"
862,Effect of oral methylprednisolone on clinical outcomes in patients with IgA nephropathy: the TESTING randomized clinical trial,https://jamanetwork.com/journals/jama/article-abstract/2646717,"Among patients with IgA nephropathy and proteinuria of 1 g/d or greater, oral  conclusions about treatment benefit cannot be made, owing to early termination of the trial."
863,Dupilumab and the risk of conjunctivitis and serious infection in patients with atopic dermatitis: A propensity scorematched cohort study,https://www.sciencedirect.com/science/article/pii/S0190962220326852,"Similarly, the CHRONOS trial found a 1.7- to 2.5-fold increase among 425 patients with AD  First, the use of 1:1 PS matching restricted our analysis to very similar patients, which"
864,Guest EditorialMatching Patients to Treatments,https://www.ingentaconnect.com/content/ppa/pr/2014/00002014/00000036/art00002,"Matched treatments for each patient subgroup are underpinned by research evidence and expert consensus [12,13]. For patients at low risk, matched  a large randomised trial with 850"
865,Evaluating MatchingAdjusted Indirect Comparisons in Practice: A Case Study of Patients with AttentionDeficit/Hyperactivity Disorder,https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.3408,"guanfacine sample to patients who completed the trial, were  baseline disease severity as atomoxetine trial participants (ie,  MAIC approach matched mean and variance of all patient"
866,Impact of laparoscopic gastrectomy on longterm prognosis of patients with primary T3 or more advanced gastric cancer: A propensity score matching analysis,https://onlinelibrary.wiley.com/doi/abs/10.1002/ags3.12651,"After matching, there were 97 patients in each group, with no significant differences in background characteristics. After matching,  In the CLASS-01 trial, the percentage of postoperative"
867,Can indirect comparison methods mitigate evolving trial populations in adjunctive antiepileptic drug trials? A propensity-score matched indirect comparison of,https://www.valueinhealthjournal.com/article/S1098-3015(16)00250-3/abstract,Baseline characteristics of patients with focal seizures recruited into adjunctive AED trials  This analysis used propensity-score matched patient-level data in an indirect comparison of
868,"Concomitant leflunomide therapy in patients with active rheumatoid arthritis despite stable doses of methotrexate: a randomized, double-blind, placebo-controlled trial",https://www.acpjournals.org/doi/abs/10.7326/0003-4819-137-9-200211050-00007,"2 days followed by 10 mg/d or matching placebo. If substantial adverse events occurred,  matching placebo per day was required. If substantial adverse events occurred while the patient"
869,Dose escalation prophylactic donor lymphocyte infusion after T-cell depleted matched related donor allogeneic hematopoietic cell transplantation is feasible and,https://www.nature.com/articles/s41409-020-0798-4,"trial provides arguing against the use of pDLI in patients who have received MUD allo-SCT. Patients  our trial population, but against similar patients receiving treatment at our center."
870,,,
871,in rectal cancer patients treated with preoperative chemoradiation and total mesorectal excision: a multicenter and retrospective propensity-score matching study,https://www.sciencedirect.com/science/article/pii/S0360301618337957,"trial investigated the effect of AC on oncologic outcomes in rectal cancer. In subgroup analysis, this trial  used in the EORTC trial had a poor compliance among patients with rectal cancer"
872,"Sirolimus and mycophenolate mofetil as GVHD prophylaxis in myeloablative, matched-related donor hematopoietic cell transplantation",https://www.nature.com/articles/bmt2011104,"Patients 261 years of age with a diagnosis of high-risk hematological malignancy were eligible; however, at the closure of this trial, there were no pediatric patients enrolled. The"
873,of left atrial appendage occlusion versus direct oral anticoagulation in patients with atrial fibrillation and prior ischemic stroke: A propensity-score matched,https://www.sciencedirect.com/science/article/pii/S0167527322010191,AF patients enrolled in the Amulet Observational Study with  -score matched cohort of incident AF patients with prior  AVERROES trial data cannot be extrapolated to patients with
874,Transapical aortic valve implantation in 100 consecutive patients: comparison to propensity-matched conventional aortic valve replacement,https://academic.oup.com/eurheartj/article-abstract/31/11/1398/590461,"trial data is available. We therefore believe that our propensity matching study, which resulted in two patient  Although control patients underwent their procedures over a longer time"
875,Cost of care for patients in cancer clinical trials,https://academic.oup.com/jnci/article-abstract/92/2/136/2964976,"on some patients for as long as 5 years, they found that trial  for 40 patients in breast cancer trials and 28 patients in colon  well as matched analyses of the trial enrollees for whom well-"
876,Exposure matching for extrapolation of efficacy in pediatric drug development,https://accp1.onlinelibrary.wiley.com/doi/abs/10.1002/jcph.744,The main measures were the pediatric PK studies trial design elements and drug systemic  to exposure matching and exposure agreement for adult and pediatric patients as the basis
877,Efficacy evaluation of intravenous immunoglobulin in non-severe patients with COVID-19: A retrospective cohort study based on propensity score matching,https://www.sciencedirect.com/science/article/pii/S1201971221000151,"In this study, 45 patients received IVIG therapy and 594 patients received standard therapy.  on hospitalized patients with COVID-19. The Solidarity Trial is an international clinical trial"
878,outcome and morbidity in the elderly rectal cancer patients after preoperative chemoradiotherapy and total mesorectal excision: a multi-institutional and case-matched,https://journals.lww.com/annalsofsurgery/fulltext/2019/01000/Oncologic_Outcome_and_Morbidity_in_the_Elderly.23.aspx,"The German CAO/ARO/AIO-94 trial enrolled patients under 75 years. The median age of  rectal cancer patients, we classified patients into the 2 groups using propensity-score matching"
879,of next-generation self-expanding versus balloon-expandable transcatheter aortic valves in patients with small aortic annulus: a multicenter propensity-matched,https://www.ahajournals.org/doi/abs/10.1161/CIRCINTERVENTIONS.117.005013,PPM occurs less frequently after TAVR but was a relevant predictor of 1-year mortality in the subgroup of patients without PVR in the PARTNER A trial. Because PVR almost
880,How to select early-stage cervical cancer patients still suitable for laparoscopic radical hysterectomy: a propensity-matched study,https://link.springer.com/article/10.1245/s10434-019-08162-5,"on early-stage cervical cancer (ECC) patient survival. At the same time, advantages of MIS  Therefore, it is essential to select patients who may benefit from MIS without worsening their"
881,the outcomes between sorafenib and lenvatinib as the first-line systemic treatment for HBV-associated hepatocellular carcinoma: a propensity score matching,https://bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-022-02210-3,"In subgroup analysis of the REFLECT trial, patients with HBV etiology tended to have longer  :sorafenib) matching, and finally 44 patients treated with lenvatinib and 88 patients treated"
882,Matching-Adjusted Indirect Comparisons of Lorlatinib Versus Chemotherapy for Patients With Second-Line or Later Anaplastic Lymphoma KinasePositive,https://www.sciencedirect.com/science/article/pii/S1098301522020988,"in a single-arm trial, we used matching-adjusted indirect  for between-trial differences in baseline patient characteristics in  The baseline patient characteristics included in the matching"
883,Matching-adjusted indirect treatment comparison of siponimod and other disease modifying treatments in secondary progressive multiple sclerosis,https://www.tandfonline.com/doi/abs/10.1080/03007995.2020.1747999,"Since the target population for siponimod was based on the EXPAND trial, which included only SPMS patients, the scope of the present analysis was defined to capture the available"
884,Periodontal treatment reduces risk of adverse respiratory events in patients with chronic obstructive pulmonary disease: a propensity-matched cohort study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4902439/,A recent randomized controlled trial also reported that periodontal therapy for COPD patients with periodontitis can not only improve the pulmonary function but also reduce the
885,The impact of digoxin on mortality in patients with chronic systolic heart failure: a propensity-matched cohort study,https://www.sciencedirect.com/science/article/pii/S016752731633457X,"This study calls for a clinical trial probably designed as a withdrawal study in the presence of use of guideline-directed medical therapy. In addition, we found that the impact of digoxin"
886,Effectiveness and safety of rivaroxaban and warfarin in patients with unprovoked venous thromboembolism: a propensity-matched nationwide cohort study,https://www.thelancet.com/journals/lanhae/article/PIIS2352-3026(17)30054-6/fulltext,"risk of major bleeding 049 (031079) in the subsequent EINSTEIN-PE trial, which included 4833 patients, and was designed and analysed in accordance with the EINSTEIN-DVT trial."
887,A controlled trial of immunotherapy in insect hypersensitivity,https://www.nejm.org/doi/full/10.1056/NEJM197807272990401,"impetus for a controlled trial of venom therapy. In the present study patients received placebo,  The patients were divided into three matched groups on the basis of sensitivity by skin test,"
888,Blood transfusion in cardiac surgery does increase the risk of 5year mortality: results from a contemporary series of 1714 propensitymatched patients,https://onlinelibrary.wiley.com/doi/abs/10.1111/trf.12364,"trial due to the multitude of factors influencing patient outcomes  cohort of propensity-matched patients, blood transfusion was  risk increase in patients receiving cryoprecipitate products."
889,Do antidepressants influence the disease course in inflammatory bowel disease? A retrospective case-matched observational study,https://academic.oup.com/ibdjournal/article-abstract/18/7/1232/4607702,controlled trial to evaluate their effects on disease course in patients with IBD.  -matched evaluation of the effect of antidepressants used to treat concomitant mood disorders in patients
890,"acid on death, vascular occlusive events, and blood transfusion in trauma patients with significant hemorrhage (CRASH-2): a randomized, placebo-controlled trial",https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781315147017-7&type=chapterpdf,"trial was undertaken in 274 hospitals in 40 countries. 20,211 adult trauma patients with, or  of 1 gram over 8 hours) or matching placebo. Randomization was balanced by center, with an"
891,Antithymocyte globulin for graft-versus-host disease prophylaxis in transplants from unrelated donors: 2 randomized studies from Gruppo Italiano Trapianti Midollo,https://ashpublications.org/blood/article-abstract/98/10/2942/52995,"with prospectively selected patients receiving transplants from matched siblings at the same  Data were available for 48 patients, 20 in trial 1 and 28 in trial 2. In particular, renal function"
892,,,
893,"Prehospital intubation of the moderately injured patient: a cause of morbidity? A matched-pairs analysis of 1,200 patients from the DGU Trauma Registry",https://ccforum.biomedcentral.com/articles/10.1186/cc10442,"However, the present study shows that in matched groups of trauma patients, intubation was associated with a number of complications. The rescue time for intubated patients"
894,An exploratory propensity score matched comparison of second-generation and first-generation baroreflex activation therapy systems,https://www.sciencedirect.com/science/article/pii/S1933171116306027,"-matched patients to provide a blinded control. Consistent with the first-generation randomized trial, second-generation patients  , a matched group of first-generation patients with active"
895,Recombinant FVIIIFc versus BAY 94-9027 for treatment of patients with haemophilia A: comparative efficacy using a matching adjusted indirect comparison,https://link.springer.com/article/10.1007/s12325-020-01599-1,An indirect comparison of pivotal clinical trial data was performed to evaluate the relative efficacy of two extended half-life therapies approved for the prophylactic treatment of
896,"versus adalimumab, tocilizumab, and tofacitinib monotherapies in csdmard-nave rheumatoid arthritis patients: a matching-adjusted indirect comparison",https://ard.bmj.com/content/77/Suppl_2/973.2.abstract,-nave active RA patients. No prospective head-to-head (H2H) trial data are available comparing BARI monotherapy vs. bDMARD monotherapy in csDMARD-nave RA patients.
897,Evaluation of thiamine as adjunctive therapy in COVID-19 critically ill patients: a two-center propensity score matched study,https://ccforum.biomedcentral.com/articles/10.1186/s13054-021-03648-9,"A randomized, double-blind, placebo-controlled trial found that serum creatinine levels were lower in patients who received a high dose of thiamine and were less likely to have kidney"
898,Effectiveness and safety of reduceddose fluoropyrimidine therapy in patients carrying the DPYD*2A variant: A matched pair analysis,https://onlinelibrary.wiley.com/doi/abs/10.1002/ijc.32022,In a previously performed large clinical trial we showed that by reducing the  a matched pair analysis using control patients from the same institute. By choosing matching factors known
899,Provision of phenotype-matched blood units: no need for pre-transfusion antibody screening,https://www.haematologica.org/article/view/2076,"For patients with strong autoantibodies, phenotypematched  to issue phenotype-matched blood to patients without carrying  In the mock trial, the staff entered the ID of the patient actually"
900,Signs and symptoms of sleep-disordered breathing in trauma survivors: a matched comparison with classic sleep apnea patients,https://journals.lww.com/jonmd/Fulltext/2006/06000/Signs_and_Symptoms_of_Sleep_Disordered_Breathing.8.aspx,"Patients who resonate with the observable breathing  patients complete the 1-month trial of conservative therapies first and return for subsequent steps. At follow-up, some patients are"
901,Adverse effects of preoperative radiation therapy for rectal cancer: long-term follow-up of the Swedish Rectal Cancer Trial,https://www.researchgate.net/profile/Ulf-Gunnarsson/publication/7453651_Adverse_Effects_of_Preoperative_Radiation_Therapy_for_Rectal_Cancer_Long-Term_Follow-Up_of_the_Swedish_Rectal_Cancer_Trial/links/56431d1208ae9f9c13e01e33/Adverse-Effects-of-Preoperative-Radiation-Therapy-for-Rectal-Cancer-Long-Term-Follow-Up-of-the-Swedish-Rectal-Cancer-Trial.pdf,"Through their personal identification numbers, the patients were matched against the Swedish Hospital Discharge Register. This Register includes all hospital admissions in Sweden"
902,on depression in patients with coronary artery disease: the Canadian Cardiac Randomized Evaluation of Antidepressant and Psychotherapy Efficacy (CREATE) trial,https://jamanetwork.com/journals/jama/article-abstract/205268,Citalopram and matching placebo were provided as  trial used a factorial design to evaluate the 12-week efficacy of both a pharmacologic and a psychotherapeutic treatment in patients
903,Early administration of epinephrine (adrenaline) in patients with cardiac arrest with initial shockable rhythm in hospital: propensity score matched analysis,https://www.bmj.com/content/353/bmj.i1577,"To our knowledge, one randomized controlled trial  trial has been published directly comparing epinephrine with placebo.15 In this trial, Jacobs and colleagues analyzed 534 patients"
904,Platinum resistance and impaired survival in patients with advanced primary peritoneal carcinoma: matched-case comparison with patients with epithelial ovarian,https://www.sciencedirect.com/science/article/pii/S000293780700868X,"Consideration of these results may be useful for patient counseling, trial stratification, and  that may put a patient at increased risk for a BRCA mutation in the matching criteria (Jewish"
905,Robotic-assisted versus laparoscopic surgery for low rectal cancer: case-matched analysis of short-term outcomes,https://link.springer.com/article/10.1245/s10434-010-1162-5,"in patients undergoing robotic total mesorectal excision (RAP) for low rectal cancer and a case-matched cohort of patients  That trial, however, also included a number of patients who"
906,Laparoscopic resection vs. open liver resection for peripheral hepatocellular carcinoma in patients with chronic liver disease: a case-matched study,https://link.springer.com/article/10.1007/s00464-011-1775-1,"Nevertheless, in approximately two-thirds of our patients, we used no portal trial clamping or selective clamping to avoid ischemia-reperfusion injuries. Selective clamping reportedly"
907,A propensity-matched study of low serum potassium and mortality in older adults with chronic heart failure,https://www.sciencedirect.com/science/article/pii/S0167527308007614,"of low serum potassium in a propensity-matched population of elderly HF patients.  -matched study of the Digoxin Investigation Group (DIG) trial, which was a randomized clinical trial of"
908,Matched pair analysis to examine the effects of a planned preoperative exercise program in early gastric cancer patients with metabolic syndrome to reduce operative,https://link.springer.com/article/10.1245/s10434-013-3394-7,"patients to obtain informed consent for the trial, we realized the difficulty in persuading overweight patients  a prospective 1:3 case-matching study comparing a preoperative exercise"
909,Matched-pair analysis of [177Lu]Lu-PSMA I&T and [177Lu]Lu-PSMA-617 in patients with metastatic castration-resistant prostate cancer,https://link.springer.com/article/10.1007/s00259-022-05744-6,"As such, we did not follow current treatment standards as defined by the VISION trial, and future studies should also include patients with a higher number of cycles [12]."
910,Tumour site is a risk factor for hepatocellular carcinoma after hepatectomy: a 1: 2 propensity score matching analysis,https://bmcsurg.biomedcentral.com/articles/10.1186/s12893-022-01564-5,"A total of 700 patients were enrolled in our study. After 1:2 PSM, 354 and 177 patients were  Survival analysis showed that patients in the L group had a significantly higher recurrence"
911,Patients Treated with ABVD or Escalated BEACOPP in the Non-Trial Setting Compared with Age-Matched Patients Treated in the Multinational RATHL Trial,https://www.sciencedirect.com/science/article/pii/S000649711981251X,"that first-line HL patients treated in the non-trial setting achieve similar outcomes to  trial results which show a first-remission PFS, but not OS, advantage for advanced-stage HL patients"
912,Cotransplantation of HLA-identical sibling culture-expanded mesenchymal stem cells and hematopoietic stem cells in hematologic malignancy patients,https://www.sciencedirect.com/science/article/pii/S1083879105001497,"In an open-label, multicenter trial, we coadministered culture-expanded MSCs with HLA-identical sibling-matched HSCs in hematologic malignancy patients. Patients received either"
913,Comparison of active treatment and placebo in older Chinese patients with isolated systolic hypertension,https://journals.lww.com/jhypertension/Fulltext/1998/16120/Comparison_of_active_treatment_and_placebo_in.16.aspx,"In the remaining 1141 control patients, matching placebos were  and matching placebos from Changzhou Pharmaceuticals, Jiangsu, China. The patients considered eligible for the trial"
914,The safety of eplerenone in hemodialysis patients: a noninferiority randomized controlled trial,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4559523/,"We conducted a parallel-group, randomized controlled trial to establish noninferiority of eplerenone compared with a matching placebo in patients who required long-term hemodialysis."
915,anemia and postoperative short-term outcomes in patients undergoing colorectal cancer surgery-a propensity score matched retrospective cohort study,https://link.springer.com/article/10.1186/s12871-023-02270-2,"The trial was registered prior to patient enrollment in the Chinese Clinical Trial Registry ( propensity score for each patient, we used nearest neighbor matching with a caliper"
916,Donors Compared With Matched Sibling Donors and Unrelated Donors For Patients With Hematological Malignancies: Results From An Open-Label Trial,https://www.sciencedirect.com/science/article/pii/S0006497119666097,"(HSCT) for patients with hematologic malignancies has not been addressed. We performed the first prospective trial to compare the effect of HSCT from matched sibling donors (MSDs),"
917,Identification of patients for adjuvant therapy after resection of carcinoma of the extrahepatic bile ducts: a propensity score-matched analysis,https://link.springer.com/article/10.1245/s10434-017-6095-9,"Patients were selected by matching the site of the non-ampullary extrahepatic bile duct ( Admittedly, low rates of R0 resection (< 60%) in this trial may have undercut the benefit of"
918,Matching treatment focus to patient social investment and support: 18-month follow-up results.,https://psycnet.apa.org/record/1997-36535-023,"To test this theory for patient-treatment matching, we developed a randomized clinical trial  and posttreatment support as the patient attribute matching variables, whereas the present"
919,Effect of tolerating macronutrient deficit on the development of intensive-care unit acquired weakness: a subanalysis of the EPaNIC trial,https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(13)70183-8/fulltext,"From this group, we selected patients matched for baseline characteristics. As healthy reference, vastus-lateralis biopsies were taken from healthy volunteers or otherwise healthy"
920,VS SELINEXOR-DEXAMETHASONE IN PATIENTS WITH TRIPLE-CLASS EXPOSED RELAPSED/REFRACTORY MULTIPLE MYELOMA: A MATCHING,https://journals.lww.com/hemasphere/Fulltext/2022/06003/PB2014__TECLISTAMAB_VS_SELINEXOR_DEXAMETHASONE_IN.1885.aspx,to patients in the MajesTEC-1 trial. The resulting IPD from 69 patients from the MajesTEC-1 trial were then weighted to match the aggregated baseline characteristics of patients from
921,Robotic and laparoscopic total mesorectal excision for rectal cancer: a case-matched study,https://link.springer.com/article/10.1007/s00464-010-1204-x,"From this case-matched study, we report the perioperative outcomes for 82 patients who  cancer (CLASICC) trial [2], the conversion rate for the patients who underwent laparoscopic"
922,Optimizing access to matched therapies,https://www.nature.com/articles/s41571-019-0219-z,70 patients had 1 mutation detected; 41 patients had an  to receive a matched therapy in a clinical trial. The median  rate was 36% for patients receiving a matched therapy. Our data
923,PMS8 Matching-Adjusted Indirect Comparison of Ixekizumab VS. Tofacitinib in Psoriatic Arthritis,https://www.valueinhealthjournal.com/article/S1098-3015(20)33395-7/abstract,"trial for IXE, and published data from the Opal Beyond trial for TOFA. To match the TOFA trial data, patients from IXE trial  information about AS patients initiating secukinumab in a real-"
924,Real-world data from a molecular tumor board demonstrates improved outcomes with a precision N-of-One strategy,https://www.nature.com/articles/s41467-020-18613-3,"In conclusion, patients who receive MTB-based therapy are better matched to their genomic  Similar results were seen in the WINTHER trial (NCT01856296) where patients were"
925,Treatment of stage I NSCLC in elderly patients: a population-based matched-pair comparison of stereotactic radiotherapy versus surgery,https://www.sciencedirect.com/science/article/pii/S0167814011003409,"Matched-pair analysis is a method to reduce bias in  population of patients receiving SBRT and surgery, patients were matched 1: in the context of a randomized trial. However, one such"
926,Tazemetostat (TAZ) in relapsed/refractory (R/R) follicular lymphoma (FL): Propensity-score matched analysis of E7438-G000-101 trial outcomes.,https://ascopubs.org/doi/abs/10.1200/JCO.2021.39.15_suppl.e18627,a matched sample of directly comparable WT and MT patients. Methods: Propensity scores for each WT (n = 54) and MT (n = 45) EZH2 patient  Patients were matched 1:1 on propensity
927,Balloon-expandable versus self-expanding transcatheter aortic valve replacement: a propensity-matched comparison from the FRANCE-TAVI registry,https://www.ahajournals.org/doi/abs/10.1161/CIRCULATIONAHA.119.043785,"scorematched comparison of 7820 patients with native aortic  This study, in which patients were carefully matched on 25  This was not a randomized trial and potential differences in"
928,,,
929,of G-CSFstimulated bone marrow grafts versus bone marrow or peripheral blood grafts from HLA-matched sibling donors for patients with severe aplastic,https://www.sciencedirect.com/science/article/pii/S1083879110004799,were randomized to receive G-BM or PBPC from their HLA-matched sibling. That trial included patients with malignant and nonmalignant diseases; rates of hematopoietic recovery and
930,Matching the model with the evidence: comparing discrete event simulation and state-transition modeling for time-to-event predictions in a cost-effectiveness,https://www.sciencedirect.com/science/article/pii/S187778211830256X,"Background Individual patient data, eg from clinical trials, often need to be extrapolated or combined with additional evidence when assessing long-term impact in cost-effectiveness"
931,"chemotherapy improves survival in patients with nonmetastatic unresectable pancreatic adenocarcinoma: A propensity score-matched, nationwide, population-based",https://www.sciencedirect.com/science/article/pii/S0167814018334042,", patients without progression were randomly assigned to receive an additional 2 months of CT or 3D-CRT (54 Gy) [29]. The trial was  in the LAP07 trial; only 32% of the patients in the"
932,Simulation and matching-based approaches for indirect comparison of treatments,https://link.springer.com/article/10.1007/s40273-015-0271-1,"Using Y Ai (X Ai ), we denote the outcome observed in the ith patient with treatment A in the index trial who has characteristics given using X Ai . The latter is a vector of baseline"
933,A matching-adjusted indirect comparison of single-arm trials in patients with relapsed or refractory follicular lymphoma who received at least two prior systemic,https://link.springer.com/article/10.1007/s12325-022-02054-z,"individual patient data with available baseline characteristics from each comparator trial: age,  Only the tazemetostat trial included patients with grade 3b or transformed FL, or recorded"
934,Fenoldopam mesylate for the prevention of contrast-induced nephropathy: a randomized controlled trial,https://jamanetwork.com/journals/jama/article-abstract/197578,"or matching placebo,  , trial participants, patients, and committee members were blinded to the group assignment, with the exception of (1) the research pharmacist, who had no patient"
935,(anti-CD20) followed by fludarabine and low-dose total body irradiation and HLA-matched allogeneic hematopoietic transplantation for patients with relapsed or,https://classic.clinicaltrials.gov/ProvidedDocs/72/NCT01434472/Prot_SAP_000.pdf,a phase II trial adding  NHL patients not in CR prior to matched related or matched unrelated allogeneic transplantation 48(and unpublished data). Forty patients were treated on this trial
936,associating liver partition and portal vein ligation for staged hepatectomy (ALPPS) for advanced colorectal liver metastases: a case-matched comparison with palliative,https://www.sciencedirect.com/science/article/pii/S0039606016307292,"In addition, otherwise unresectable ALPPS patients were case-matched to control patients who  were selected from these trial databases for case-matched comparison with the ALPPS"
937,OF BRODALUMAB AND GUSELKUMAB IN PATIENTS WITH PLAQUE PSORIASIS WHO ARE INADEQUATE RESPONDERS TO USTEKINUMAB: A MATCHING,https://www.valueinhealthjournal.com/article/S1098-3015(19)32428-3/abstract,"plaque psoriasis in adult patients eligible for systemic therapies.  trial data, we have used a matching adjusted indirect comparison (MAIC) to estimate the comparative efficacy in patients"
938,Mental imagery in adolescent PTSD patients after child abuse: a comparison with matched healthy controls,https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-022-03706-8,Trial registration Some of the PTSD patients in this study were also part of a randomized controlled trial on Developmentally adapted Cognitive Processing Therapy (D-CPT). This
939,Posterior superior mesenteric artery first dissection versus classical approach in pancreaticoduodenectomy: outcomes of a case-matched study,https://journals.lww.com/pancreasjournal/FullText/2017/02000/Posterior_Superior_Mesenteric_Artery_First.21.aspx,"in determining operability in pancreatic cancer patients, trial dissection remains the criterion  If more than 1 patient matched the clinicopathological case-matching criteria, the patient"
940,Comparison of outcomes in cancer patients treated within and outside clinical trials: conceptual framework and structured review,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(03)15383-4/fulltext,"we classified studies as showing a trial effect if outcomes in trial patients were better with p<005. We noted whether studies attempted to address potential selection differences by age,"
941,data to estimate the background incidence rate of an adverse event in patients with Alzheimer's disease matched to a clinical trial population: Epidemiology/Innovative,https://alz-journals.onlinelibrary.wiley.com/doi/abs/10.1002/alz.043657,"criteria were matched to a Phase III clinical trial in AD  year incidence rate of pneumonia in patients with AD. A zero of AD diagnosis, propensity score, patient age at index date, sex,"
942,", sutureless valves, and transapical aortic valve replacement: what is the best option for patients with aortic valve stenosis? A multicenter, propensity-matched",https://www.sciencedirect.com/science/article/pii/S0022522313007575,"We did not find other significant differences in outcomes among matched patients treated with  characteristics were different from those in the PARTNER trial; in particular, the logistic"
943,On-Pump Versus Off-Pump Coronary Artery Bypass Surgery in High-Risk Patients A Retrospective Propensity Score Matching Analysis,https://www.jstage.jst.go.jp/article/ihj/55/6/55_14-088/_article/-char/ja/,Another randomized clinical trial conducted by Moller on CABG in high-risk patients with three-vessel disease demonstrated that mortality seemed higher after off-pump CABG; in
944,Matching within a hybrid RCT/RWD: framework on associated causal estimands,https://www.tandfonline.com/doi/abs/10.1080/10543406.2022.2105346,"controlled trial, where patients are enrolled  patients and what is the region of matching in terms of a Venn diagram will also be illustrated. Then heuristic implementation of the matching"
945,"surgery: a propensity score matched study18. Incidence, severity and risk of postoperative pulmonary complications in patients undergoing pulmonary resection for",https://www.canjsurg.ca/content/62/4_Suppl_2/S89.abstract,"Various pedagogical models have been introduced in an attempt to improve and restructure surgical training, but significant obstacles remain. Before implementing national guidelines,"
946,-induced diuresis with matched replacement of intravascular volume compared to standard hydration for contrast-induced nephropathy prevention: the Mythos Trial,https://www.ahajournals.org/doi/abs/10.1161/circ.120.suppl_18.S1003-c,solution to a patient in an amount matched to the volume  patients (eGFR<60 ml/min/1.73 m 2 ) undergoing percutaneous coronary interventions (PCI) were enrolled in the MYTHOS trial
947,Propensity-matched analysis of adjuvant chemotherapy for completely resected Stage IB non-small-cell lung cancer patients,https://www.sciencedirect.com/science/article/pii/S0169500219304258,"III NSCLC patients. Because stage IB patients were also eligible to participate in each trial, one question is whether sufficient evidence exists to routinely recommend ACT for patients"
948,Diabetes control with reciprocal peer support versus nurse care management: a randomized trial,https://www.acpjournals.org/doi/abs/10.7326/0003-4819-153-8-201010190-00007,Patients in the RPS group attended an initial group session to  with another age-matched peer patient. Peers were encouraged to  These patients could also participate in optional group
